,alternateCandidates,effectiveCandidates,mandates,party,presidents,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
53,,['Alcides Alves Branco de Carvalho'],5,PS,0,0,PS,1,5,40.62,0,32118,"{'availableMandates': 0, 'blankVotes': 1351, 'blankVotesPercentage': 1.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 787, 'nullVotesPercentage': 1.0, 'numberParishes': 31, 'numberVoters': 79075, 'percentageVoters': 65.02}",Santa Maria da Feira,Aveiro,0,1351,1.71,,False,787,1.0,31,79075,65.02
54,,['António José Cardoso de Barros'],0,CDS-PP,0,0,CDS-PP,1,0,3.71,0,314,"{'availableMandates': 0, 'blankVotes': 120, 'blankVotesPercentage': 1.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 93, 'nullVotesPercentage': 1.1, 'numberParishes': 9, 'numberVoters': 8456, 'percentageVoters': 69.57}",Sever do Vouga,Aveiro,0,120,1.42,,False,93,1.1,9,8456,69.57
55,,['João Miguel Tavares de Almeida'],2,IV,0,0,IV,1,2,25.66,0,2170,"{'availableMandates': 0, 'blankVotes': 120, 'blankVotesPercentage': 1.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 93, 'nullVotesPercentage': 1.1, 'numberParishes': 9, 'numberVoters': 8456, 'percentageVoters': 69.57}",Sever do Vouga,Aveiro,0,120,1.42,,False,93,1.1,9,8456,69.57
56,,['António José Tavares de Bastos'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.36,0,115,"{'availableMandates': 0, 'blankVotes': 120, 'blankVotesPercentage': 1.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 93, 'nullVotesPercentage': 1.1, 'numberParishes': 9, 'numberVoters': 8456, 'percentageVoters': 69.57}",Sever do Vouga,Aveiro,0,120,1.42,,False,93,1.1,9,8456,69.57
57,,['Acácio Rodrigues Barbosa'],1,PPD/PSD,0,0,PPD/PSD,1,1,20.16,0,1705,"{'availableMandates': 0, 'blankVotes': 120, 'blankVotesPercentage': 1.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 93, 'nullVotesPercentage': 1.1, 'numberParishes': 9, 'numberVoters': 8456, 'percentageVoters': 69.57}",Sever do Vouga,Aveiro,0,120,1.42,,False,93,1.1,9,8456,69.57
58,,['Manuel Silva Soares'],4,PS,1,1,PS,1,4,46.58,1,3939,"{'availableMandates': 0, 'blankVotes': 120, 'blankVotesPercentage': 1.42, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 93, 'nullVotesPercentage': 1.1, 'numberParishes': 9, 'numberVoters': 8456, 'percentageVoters': 69.57}",Sever do Vouga,Aveiro,0,120,1.42,,False,93,1.1,9,8456,69.57
59,,['Pedro da Costa Pardal'],0,B.E.,0,0,B.E.,1,0,2.66,0,310,"{'availableMandates': 0, 'blankVotes': 144, 'blankVotesPercentage': 1.24, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 99, 'nullVotesPercentage': 0.85, 'numberParishes': 1, 'numberVoters': 11658, 'percentageVoters': 58.35}",São João da Madeira,Aveiro,0,144,1.24,,False,99,0.85,1,11658,58.35
60,,['Dina Maria da Costa de Pinho Rocha'],0,CDS-PP,0,0,CDS-PP,1,0,7.15,0,833,"{'availableMandates': 0, 'blankVotes': 144, 'blankVotesPercentage': 1.24, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 99, 'nullVotesPercentage': 0.85, 'numberParishes': 1, 'numberVoters': 11658, 'percentageVoters': 58.35}",São João da Madeira,Aveiro,0,144,1.24,,False,99,0.85,1,11658,58.35
61,,['Jorge Manuel de Resende Cortez'],0,PCP-PEV,0,0,PCP-PEV,1,0,5.76,0,672,"{'availableMandates': 0, 'blankVotes': 144, 'blankVotesPercentage': 1.24, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 99, 'nullVotesPercentage': 0.85, 'numberParishes': 1, 'numberVoters': 11658, 'percentageVoters': 58.35}",São João da Madeira,Aveiro,0,144,1.24,,False,99,0.85,1,11658,58.35
62,,['Manuel Castro de Almeida'],5,PPD/PSD,1,1,PPD/PSD,1,5,55.95,1,6523,"{'availableMandates': 0, 'blankVotes': 144, 'blankVotesPercentage': 1.24, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 99, 'nullVotesPercentage': 0.85, 'numberParishes': 1, 'numberVoters': 11658, 'percentageVoters': 58.35}",São João da Madeira,Aveiro,0,144,1.24,,False,99,0.85,1,11658,58.35
63,,['Pedro Nuno de Oliveira Santos'],2,PS,0,0,PS,1,2,26.39,0,3077,"{'availableMandates': 0, 'blankVotes': 144, 'blankVotesPercentage': 1.24, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 99, 'nullVotesPercentage': 0.85, 'numberParishes': 1, 'numberVoters': 11658, 'percentageVoters': 58.35}",São João da Madeira,Aveiro,0,144,1.24,,False,99,0.85,1,11658,58.35
64,,['Manuel Mário Domingos'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.25,0,274,"{'availableMandates': 0, 'blankVotes': 202, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 1.68, 'numberParishes': 11, 'numberVoters': 12186, 'percentageVoters': 57.33}",Vagos,Aveiro,0,202,1.66,,False,205,1.68,11,12186,57.33
65,,['Rui Miguel Rocha da Cruz'],5,PPD/PSD,1,1,PPD/PSD,1,5,63.42,1,7728,"{'availableMandates': 0, 'blankVotes': 202, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 1.68, 'numberParishes': 11, 'numberVoters': 12186, 'percentageVoters': 57.33}",Vagos,Aveiro,0,202,1.66,,False,205,1.68,11,12186,57.33
66,,['Mário dos Santos Martins Júnior'],2,X,0,0,X,1,2,30.99,0,3777,"{'availableMandates': 0, 'blankVotes': 202, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 205, 'nullVotesPercentage': 1.68, 'numberParishes': 11, 'numberVoters': 12186, 'percentageVoters': 57.33}",Vagos,Aveiro,0,202,1.66,,False,205,1.68,11,12186,57.33
67,,['José Alberto Freitas Soares Pinheiro e Silva'],3,CDS-PP,0,0,CDS-PP,1,3,37.59,0,5652,"{'availableMandates': 0, 'blankVotes': 250, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 245, 'nullVotesPercentage': 1.63, 'numberParishes': 9, 'numberVoters': 15034, 'percentageVoters': 66.31}",Vale de Cambra,Aveiro,0,250,1.66,,False,245,1.63,9,15034,66.31
68,,['João Pedro Tavares Martins'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.19,0,329,"{'availableMandates': 0, 'blankVotes': 250, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 245, 'nullVotesPercentage': 1.63, 'numberParishes': 9, 'numberVoters': 15034, 'percentageVoters': 66.31}",Vale de Cambra,Aveiro,0,250,1.66,,False,245,1.63,9,15034,66.31
69,,['José António Bastos da Silva'],4,PPD/PSD,1,1,PPD/PSD,1,4,46.17,1,6941,"{'availableMandates': 0, 'blankVotes': 250, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 245, 'nullVotesPercentage': 1.63, 'numberParishes': 9, 'numberVoters': 15034, 'percentageVoters': 66.31}",Vale de Cambra,Aveiro,0,250,1.66,,False,245,1.63,9,15034,66.31
70,,['Carlos Gabriel Almeida Amorim'],0,PS,0,0,PS,1,0,10.76,0,1617,"{'availableMandates': 0, 'blankVotes': 250, 'blankVotesPercentage': 1.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 245, 'nullVotesPercentage': 1.63, 'numberParishes': 9, 'numberVoters': 15034, 'percentageVoters': 66.31}",Vale de Cambra,Aveiro,0,250,1.66,,False,245,1.63,9,15034,66.31
71,,['Vítor Manuel Aguiar Gomes'],0,B.E.,0,0,B.E.,1,0,1.28,0,342,"{'availableMandates': 0, 'blankVotes': 454, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 253, 'nullVotesPercentage': 0.95, 'numberParishes': 20, 'numberVoters': 26741, 'percentageVoters': 60.96}",Águeda,Aveiro,0,454,1.7,,False,253,0.95,20,26741,60.96
72,,['José Carlos Esmeraldo dos Santos'],0,CDS-PP,0,0,CDS-PP,1,0,5.16,0,1379,"{'availableMandates': 0, 'blankVotes': 454, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 253, 'nullVotesPercentage': 0.95, 'numberParishes': 20, 'numberVoters': 26741, 'percentageVoters': 60.96}",Águeda,Aveiro,0,454,1.7,,False,253,0.95,20,26741,60.96
73,,['Nelson Manuel Nunes Leal'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.9,0,509,"{'availableMandates': 0, 'blankVotes': 454, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 253, 'nullVotesPercentage': 0.95, 'numberParishes': 20, 'numberVoters': 26741, 'percentageVoters': 60.96}",Águeda,Aveiro,0,454,1.7,,False,253,0.95,20,26741,60.96
74,,['Alexandra Isabel Ferreira Abrantes'],0,PND,0,0,PND,1,0,0.39,0,105,"{'availableMandates': 0, 'blankVotes': 454, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 253, 'nullVotesPercentage': 0.95, 'numberParishes': 20, 'numberVoters': 26741, 'percentageVoters': 60.96}",Águeda,Aveiro,0,454,1.7,,False,253,0.95,20,26741,60.96
75,,['Manuel de Castro Azevedo'],3,PPD/PSD,0,0,PPD/PSD,1,3,34.14,0,9130,"{'availableMandates': 0, 'blankVotes': 454, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 253, 'nullVotesPercentage': 0.95, 'numberParishes': 20, 'numberVoters': 26741, 'percentageVoters': 60.96}",Águeda,Aveiro,0,454,1.7,,False,253,0.95,20,26741,60.96
76,,['Gil Nadais Resende da Fonseca'],4,PS,1,1,PS,1,4,54.48,1,14569,"{'availableMandates': 0, 'blankVotes': 454, 'blankVotesPercentage': 1.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 253, 'nullVotesPercentage': 0.95, 'numberParishes': 20, 'numberVoters': 26741, 'percentageVoters': 60.96}",Águeda,Aveiro,0,454,1.7,,False,253,0.95,20,26741,60.96
77,,['José Paulo Alves Corceiro'],0,B.E.,0,0,B.E.,1,0,2.6,0,418,"{'availableMandates': 0, 'blankVotes': 318, 'blankVotesPercentage': 1.97, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 153, 'nullVotesPercentage': 0.95, 'numberParishes': 4, 'numberVoters': 16107, 'percentageVoters': 47.55}",Ílhavo,Aveiro,0,318,1.97,,False,153,0.95,4,16107,47.55
78,,['Francisco Luís Pereira da Rocha'],0,CDS-PP,0,0,CDS-PP,1,0,5.22,0,841,"{'availableMandates': 0, 'blankVotes': 318, 'blankVotesPercentage': 1.97, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 153, 'nullVotesPercentage': 0.95, 'numberParishes': 4, 'numberVoters': 16107, 'percentageVoters': 47.55}",Ílhavo,Aveiro,0,318,1.97,,False,153,0.95,4,16107,47.55
79,,['Fernando José de Jesus Marta'],0,PCP-PEV,0,0,PCP-PEV,1,0,3.04,0,490,"{'availableMandates': 0, 'blankVotes': 318, 'blankVotesPercentage': 1.97, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 153, 'nullVotesPercentage': 0.95, 'numberParishes': 4, 'numberVoters': 16107, 'percentageVoters': 47.55}",Ílhavo,Aveiro,0,318,1.97,,False,153,0.95,4,16107,47.55
80,,['José Agostinho Ribau Esteves'],5,PPD/PSD,1,1,PPD/PSD,1,5,63.53,1,10233,"{'availableMandates': 0, 'blankVotes': 318, 'blankVotesPercentage': 1.97, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 153, 'nullVotesPercentage': 0.95, 'numberParishes': 4, 'numberVoters': 16107, 'percentageVoters': 47.55}",Ílhavo,Aveiro,0,318,1.97,,False,153,0.95,4,16107,47.55
81,,['José Marinho Vaz'],2,PS,0,0,PS,1,2,22.69,0,3654,"{'availableMandates': 0, 'blankVotes': 318, 'blankVotesPercentage': 1.97, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 153, 'nullVotesPercentage': 0.95, 'numberParishes': 4, 'numberVoters': 16107, 'percentageVoters': 47.55}",Ílhavo,Aveiro,0,318,1.97,,False,153,0.95,4,16107,47.55
82,,['Orlando Manuel Labrusco Félix Guerreiro'],0,B.E.,0,0,B.E.,1,0,1.69,0,303,"{'availableMandates': 0, 'blankVotes': 237, 'blankVotesPercentage': 1.32, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 0.76, 'numberParishes': 19, 'numberVoters': 17951, 'percentageVoters': 56.14}",Angra do Heroísmo,Açores,0,237,1.32,,False,137,0.76,19,17951,56.14
83,,['Artur Manuel Leal Lima'],1,CDS-PP,0,0,CDS-PP,1,1,13.81,0,2479,"{'availableMandates': 0, 'blankVotes': 237, 'blankVotesPercentage': 1.32, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 0.76, 'numberParishes': 19, 'numberVoters': 17951, 'percentageVoters': 56.14}",Angra do Heroísmo,Açores,0,237,1.32,,False,137,0.76,19,17951,56.14
84,,['António Gabriel Botelho da Fonseca'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.07,0,192,"{'availableMandates': 0, 'blankVotes': 237, 'blankVotesPercentage': 1.32, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 0.76, 'numberParishes': 19, 'numberVoters': 17951, 'percentageVoters': 56.14}",Angra do Heroísmo,Açores,0,237,1.32,,False,137,0.76,19,17951,56.14
85,,['António Lima Cardoso Ventura'],3,PPD/PSD,0,0,PPD/PSD,1,3,35.76,0,6419,"{'availableMandates': 0, 'blankVotes': 237, 'blankVotesPercentage': 1.32, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 0.76, 'numberParishes': 19, 'numberVoters': 17951, 'percentageVoters': 56.14}",Angra do Heroísmo,Açores,0,237,1.32,,False,137,0.76,19,17951,56.14
86,,['Andreia Martins Cardoso da Costa'],3,PS,1,0,PS,1,3,45.59,1,8184,"{'availableMandates': 0, 'blankVotes': 237, 'blankVotesPercentage': 1.32, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 0.76, 'numberParishes': 19, 'numberVoters': 17951, 'percentageVoters': 56.14}",Angra do Heroísmo,Açores,0,237,1.32,,False,137,0.76,19,17951,56.14
87,,['Aires António Fagundes Reis'],3,PPD/PSD,1,1,PPD/PSD,1,3,52.18,1,1378,"{'availableMandates': 0, 'blankVotes': 37, 'blankVotesPercentage': 1.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 19, 'nullVotesPercentage': 0.72, 'numberParishes': 5, 'numberVoters': 2641, 'percentageVoters': 69.66}",Calheta (R.A.A.),Açores,0,37,1.4,,False,19,0.72,5,2641,69.66
88,,['Rogério Paulo Lopes Soares Veiros'],2,PS,0,0,PS,1,2,45.7,0,1207,"{'availableMandates': 0, 'blankVotes': 37, 'blankVotesPercentage': 1.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 19, 'nullVotesPercentage': 0.72, 'numberParishes': 5, 'numberVoters': 2641, 'percentageVoters': 69.66}",Calheta (R.A.A.),Açores,0,37,1.4,,False,19,0.72,5,2641,69.66
89,,['Deolinda Rosa Machado Vieira Estevão'],1,PPD/PSD,0,0,PPD/PSD,1,1,31.41,0,87,"{'availableMandates': 0, 'blankVotes': 5, 'blankVotesPercentage': 1.81, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 5, 'nullVotesPercentage': 1.81, 'numberParishes': 1, 'numberVoters': 277, 'percentageVoters': 78.69}",Corvo,Açores,0,5,1.81,,False,5,1.81,1,277,78.69
90,,['Manuel das Pedras Rita'],4,PS,1,1,PS,1,4,64.98,1,180,"{'availableMandates': 0, 'blankVotes': 5, 'blankVotesPercentage': 1.81, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 5, 'nullVotesPercentage': 1.81, 'numberParishes': 1, 'numberVoters': 277, 'percentageVoters': 78.69}",Corvo,Açores,0,5,1.81,,False,5,1.81,1,277,78.69
91,,['Maria José Ferreira da Silva'],0,B.E.,0,0,B.E.,1,0,1.45,0,123,"{'availableMandates': 0, 'blankVotes': 139, 'blankVotesPercentage': 1.64, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 60, 'nullVotesPercentage': 0.71, 'numberParishes': 13, 'numberVoters': 8487, 'percentageVoters': 65.06}",Horta,Açores,0,139,1.64,,False,60,0.71,13,8487,65.06
92,,['Alexandre Agostinho Martins de Carvalho'],0,CDS-PP,0,0,CDS-PP,1,0,1.24,0,105,"{'availableMandates': 0, 'blankVotes': 139, 'blankVotesPercentage': 1.64, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 60, 'nullVotesPercentage': 0.71, 'numberParishes': 13, 'numberVoters': 8487, 'percentageVoters': 65.06}",Horta,Açores,0,139,1.64,,False,60,0.71,13,8487,65.06
93,,['José Eduardo Bicudo Decq Mota'],0,PCP-PEV,0,0,PCP-PEV,1,0,9.18,0,779,"{'availableMandates': 0, 'blankVotes': 139, 'blankVotesPercentage': 1.64, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 60, 'nullVotesPercentage': 0.71, 'numberParishes': 13, 'numberVoters': 8487, 'percentageVoters': 65.06}",Horta,Açores,0,139,1.64,,False,60,0.71,13,8487,65.06
94,,['Paulo Jorge Peixinho de Oliveira'],3,PPD/PSD,0,0,PPD/PSD,1,3,40.62,0,3447,"{'availableMandates': 0, 'blankVotes': 139, 'blankVotesPercentage': 1.64, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 60, 'nullVotesPercentage': 0.71, 'numberParishes': 13, 'numberVoters': 8487, 'percentageVoters': 65.06}",Horta,Açores,0,139,1.64,,False,60,0.71,13,8487,65.06
95,,['João Fernando Brum de Azevedo e Castro'],4,PS,1,1,PS,1,4,45.17,1,3834,"{'availableMandates': 0, 'blankVotes': 139, 'blankVotesPercentage': 1.64, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 60, 'nullVotesPercentage': 0.71, 'numberParishes': 13, 'numberVoters': 8487, 'percentageVoters': 65.06}",Horta,Açores,0,139,1.64,,False,60,0.71,13,8487,65.06
96,,['Roberto Manuel Sousa Oliveira'],0,CDS-PP,0,0,CDS-PP,1,0,3.84,0,230,"{'availableMandates': 0, 'blankVotes': 82, 'blankVotesPercentage': 1.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 104, 'nullVotesPercentage': 1.73, 'numberParishes': 5, 'numberVoters': 5996, 'percentageVoters': 49.81}",Lagoa (R.A.A),Açores,0,82,1.37,,False,104,1.73,5,5996,49.81
97,,['Júlio Manuel Pereira Duarte'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.3,0,78,"{'availableMandates': 0, 'blankVotes': 82, 'blankVotesPercentage': 1.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 104, 'nullVotesPercentage': 1.73, 'numberParishes': 5, 'numberVoters': 5996, 'percentageVoters': 49.81}",Lagoa (R.A.A),Açores,0,82,1.37,,False,104,1.73,5,5996,49.81
98,,['Rui Manuel Maciel Costa de Oliveira Ramos'],2,PPD/PSD,0,0,PPD/PSD,1,2,25.4,0,1523,"{'availableMandates': 0, 'blankVotes': 82, 'blankVotesPercentage': 1.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 104, 'nullVotesPercentage': 1.73, 'numberParishes': 5, 'numberVoters': 5996, 'percentageVoters': 49.81}",Lagoa (R.A.A),Açores,0,82,1.37,,False,104,1.73,5,5996,49.81
99,,['João António Ferreira Ponte'],5,PS,1,1,PS,1,5,66.36,1,3979,"{'availableMandates': 0, 'blankVotes': 82, 'blankVotesPercentage': 1.37, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 104, 'nullVotesPercentage': 1.73, 'numberParishes': 5, 'numberVoters': 5996, 'percentageVoters': 49.81}",Lagoa (R.A.A),Açores,0,82,1.37,,False,104,1.73,5,5996,49.81
100,,['João António Vieira Lourenço'],3,PPD/PSD,1,1,PPD/PSD,1,3,53.86,1,558,"{'availableMandates': 0, 'blankVotes': 8, 'blankVotesPercentage': 0.77, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 5, 'nullVotesPercentage': 0.48, 'numberParishes': 7, 'numberVoters': 1036, 'percentageVoters': 80.94}",Lajes das Flores,Açores,0,8,0.77,,False,5,0.48,7,1036,80.94
101,,['Luís Carlos Martins Maciel'],2,PS,0,0,PS,1,2,44.88,0,465,"{'availableMandates': 0, 'blankVotes': 8, 'blankVotesPercentage': 0.77, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 5, 'nullVotesPercentage': 0.48, 'numberParishes': 7, 'numberVoters': 1036, 'percentageVoters': 80.94}",Lajes das Flores,Açores,0,8,0.77,,False,5,0.48,7,1036,80.94
102,,['Sara Maria Alves da Rosa Santos'],2,PPD/PSD,0,0,PPD/PSD,1,2,47.75,0,1592,"{'availableMandates': 0, 'blankVotes': 30, 'blankVotesPercentage': 0.9, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 28, 'nullVotesPercentage': 0.84, 'numberParishes': 6, 'numberVoters': 3334, 'percentageVoters': 74.89}",Lajes do Pico,Açores,0,30,0.9,,False,28,0.84,6,3334,74.89
103,,['Roberto Manuel Medeiros da Silva'],3,PS,1,1,PS,1,3,50.51,1,1684,"{'availableMandates': 0, 'blankVotes': 30, 'blankVotesPercentage': 0.9, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 28, 'nullVotesPercentage': 0.84, 'numberParishes': 6, 'numberVoters': 3334, 'percentageVoters': 74.89}",Lajes do Pico,Açores,0,30,0.9,,False,28,0.84,6,3334,74.89
104,,['Elisabete da Piedade Alves'],0,PCP-PEV,0,0,PCP-PEV,1,0,2.08,0,76,"{'availableMandates': 0, 'blankVotes': 75, 'blankVotesPercentage': 2.05, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 20, 'nullVotesPercentage': 0.55, 'numberParishes': 6, 'numberVoters': 3650, 'percentageVoters': 69.08}",Madalena,Açores,0,75,2.05,,False,20,0.55,6,3650,69.08
105,,['Jorge Manuel Pereira Rodrigues'],4,PPD/PSD,1,1,PPD/PSD,1,4,64.14,1,2341,"{'availableMandates': 0, 'blankVotes': 75, 'blankVotesPercentage': 2.05, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 20, 'nullVotesPercentage': 0.55, 'numberParishes': 6, 'numberVoters': 3650, 'percentageVoters': 69.08}",Madalena,Açores,0,75,2.05,,False,20,0.55,6,3650,69.08
106,,['Hernani Hélio Jorge'],1,PS,0,0,PS,1,1,31.18,0,1138,"{'availableMandates': 0, 'blankVotes': 75, 'blankVotesPercentage': 2.05, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 20, 'nullVotesPercentage': 0.55, 'numberParishes': 6, 'numberVoters': 3650, 'percentageVoters': 69.08}",Madalena,Açores,0,75,2.05,,False,20,0.55,6,3650,69.08
107,,['José Carlos Barbosa Carreiro'],3,PPD/PSD,1,1,PPD/PSD,1,3,56.5,1,1965,"{'availableMandates': 0, 'blankVotes': 61, 'blankVotesPercentage': 1.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 60, 'nullVotesPercentage': 1.73, 'numberParishes': 9, 'numberVoters': 3478, 'percentageVoters': 74.06}",Nordeste,Açores,0,61,1.75,,False,60,1.73,9,3478,74.06
108,,['Carlos Alberto Medeiros Mendonça'],2,PS,0,0,PS,1,2,40.02,0,1392,"{'availableMandates': 0, 'blankVotes': 61, 'blankVotesPercentage': 1.75, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 60, 'nullVotesPercentage': 1.73, 'numberParishes': 9, 'numberVoters': 3478, 'percentageVoters': 74.06}",Nordeste,Açores,0,61,1.75,,False,60,1.73,9,3478,74.06
109,,['Lúcia de Fátima Oliveira Arruda'],0,B.E.,0,0,B.E.,1,0,2.09,0,599,"{'availableMandates': 0, 'blankVotes': 290, 'blankVotesPercentage': 1.01, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 219, 'nullVotesPercentage': 0.76, 'numberParishes': 24, 'numberVoters': 28702, 'percentageVoters': 47.27}",Ponta Delgada,Açores,0,290,1.01,,False,219,0.76,24,28702,47.27
110,,['Eduardo Jorge Lopes Medeiros'],0,CDS-PP,0,0,CDS-PP,1,0,2.76,0,792,"{'availableMandates': 0, 'blankVotes': 290, 'blankVotesPercentage': 1.01, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 219, 'nullVotesPercentage': 0.76, 'numberParishes': 24, 'numberVoters': 28702, 'percentageVoters': 47.27}",Ponta Delgada,Açores,0,290,1.01,,False,219,0.76,24,28702,47.27
111,,['Carlos Alberto Gomes Ribeiro'],0,PCP-PEV,0,0,PCP-PEV,1,0,1.67,0,480,"{'availableMandates': 0, 'blankVotes': 290, 'blankVotesPercentage': 1.01, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 219, 'nullVotesPercentage': 0.76, 'numberParishes': 24, 'numberVoters': 28702, 'percentageVoters': 47.27}",Ponta Delgada,Açores,0,290,1.01,,False,219,0.76,24,28702,47.27
112,,['Berta Maria Correia de Almeida de Melo Cabral'],6,PPD/PSD,1,1,PPD/PSD,1,6,60.69,1,17419,"{'availableMandates': 0, 'blankVotes': 290, 'blankVotesPercentage': 1.01, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 219, 'nullVotesPercentage': 0.76, 'numberParishes': 24, 'numberVoters': 28702, 'percentageVoters': 47.27}",Ponta Delgada,Açores,0,290,1.01,,False,219,0.76,24,28702,47.27
113,,['José Paulo Martins Casaca'],3,PS,0,0,PS,1,3,31.02,0,8903,"{'availableMandates': 0, 'blankVotes': 290, 'blankVotesPercentage': 1.01, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 219, 'nullVotesPercentage': 0.76, 'numberParishes': 24, 'numberVoters': 28702, 'percentageVoters': 47.27}",Ponta Delgada,Açores,0,290,1.01,,False,219,0.76,24,28702,47.27
114,,['Teresa de Jesus Vieira Moniz Vertentes'],0,PCP-PEV,0,0,PCP-PEV,1,0,0.74,0,32,"{'availableMandates': 0, 'blankVotes': 56, 'blankVotesPercentage': 1.3, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 39, 'nullVotesPercentage': 0.91, 'numberParishes': 6, 'numberVoters': 4304, 'percentageVoters': 69.37}",Povoação,Açores,0,56,1.3,,False,39,0.91,6,4304,69.37
115,,['Francisco da Silva Álvares'],2,PPD/PSD,0,0,PPD/PSD,1,2,39.8,0,1713,"{'availableMandates': 0, 'blankVotes': 56, 'blankVotesPercentage': 1.3, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 39, 'nullVotesPercentage': 0.91, 'numberParishes': 6, 'numberVoters': 4304, 'percentageVoters': 69.37}",Povoação,Açores,0,56,1.3,,False,39,0.91,6,4304,69.37
