,effectiveCandidates,party,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
1318,['MANOEL BATISTA CALÇADA POMBAL'],PS,1,PS,1,4,54.23,1,58.22,2246,"{'availableMandates': 0, 'blankVotes': 203, 'blankVotesPercentage': 4.9, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 81, 'nullVotesPercentage': 1.96, 'numberParishes': 13, 'numberVoters': 4142, 'percentageVoters': 41.32}",Melgaço,Viana do Castelo,0,203,4.9,,False,81,1.96,13,4142,41.32
1319,['MARTINHO ALEXANDRE MAGALHAES VIDES'],CDS-PP,0,CDS-PP,1,0,1.76,0,1.82,206,"{'availableMandates': 0, 'blankVotes': 213, 'blankVotesPercentage': 1.82, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 193, 'nullVotesPercentage': 1.65, 'numberParishes': 24, 'numberVoters': 11730, 'percentageVoters': 60.59}",Monção,Viana do Castelo,0,213,1.82,,False,193,1.65,24,11730,60.59
1320,['ARTUR ALBERTO DIAS TRINDADE'],CH,0,CH,1,0,1.76,0,1.83,207,"{'availableMandates': 0, 'blankVotes': 213, 'blankVotesPercentage': 1.82, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 193, 'nullVotesPercentage': 1.65, 'numberParishes': 24, 'numberVoters': 11730, 'percentageVoters': 60.59}",Monção,Viana do Castelo,0,213,1.82,,False,193,1.65,24,11730,60.59
1321,['MARIA AMÉLIA VAZ BARBEITOS'],PCP-PEV,0,PCP-PEV,1,0,0.98,0,1.02,115,"{'availableMandates': 0, 'blankVotes': 213, 'blankVotesPercentage': 1.82, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 193, 'nullVotesPercentage': 1.65, 'numberParishes': 24, 'numberVoters': 11730, 'percentageVoters': 60.59}",Monção,Viana do Castelo,0,213,1.82,,False,193,1.65,24,11730,60.59
1322,['ANTÓNIO JOSÉ FERNANDES BARBOSA'],PPD/PSD,1,PPD/PSD,1,5,62.28,1,64.52,7306,"{'availableMandates': 0, 'blankVotes': 213, 'blankVotesPercentage': 1.82, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 193, 'nullVotesPercentage': 1.65, 'numberParishes': 24, 'numberVoters': 11730, 'percentageVoters': 60.59}",Monção,Viana do Castelo,0,213,1.82,,False,193,1.65,24,11730,60.59
1323,['FILIPE JORGE QUINTAS FERREIRA'],PS,0,PS,1,2,29.75,0,30.82,3490,"{'availableMandates': 0, 'blankVotes': 213, 'blankVotesPercentage': 1.82, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 193, 'nullVotesPercentage': 1.65, 'numberParishes': 24, 'numberVoters': 11730, 'percentageVoters': 60.59}",Monção,Viana do Castelo,0,213,1.82,,False,193,1.65,24,11730,60.59
1324,['JOSÉ MANUEL DA CUNHA ALVES'],PCP-PEV,0,PCP-PEV,1,0,8.08,0,8.53,409,"{'availableMandates': 0, 'blankVotes': 166, 'blankVotesPercentage': 3.28, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 101, 'nullVotesPercentage': 1.99, 'numberParishes': 16, 'numberVoters': 5063, 'percentageVoters': 58.89}",Paredes de Coura,Viana do Castelo,0,166,3.28,,False,101,1.99,16,5063,58.89
1325,['VENÂNCIO FERNANDES'],PPD/PSD.CDS-PP,0,PPD/PSD.CDS-PP,1,1,20.84,0,22.0,1055,"{'availableMandates': 0, 'blankVotes': 166, 'blankVotesPercentage': 3.28, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 101, 'nullVotesPercentage': 1.99, 'numberParishes': 16, 'numberVoters': 5063, 'percentageVoters': 58.89}",Paredes de Coura,Viana do Castelo,0,166,3.28,,False,101,1.99,16,5063,58.89
1326,['VÍTOR PAULO GOMES PEREIRA'],PS,1,PS,1,4,65.81,1,69.47,3332,"{'availableMandates': 0, 'blankVotes': 166, 'blankVotesPercentage': 3.28, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 101, 'nullVotesPercentage': 1.99, 'numberParishes': 16, 'numberVoters': 5063, 'percentageVoters': 58.89}",Paredes de Coura,Viana do Castelo,0,166,3.28,,False,101,1.99,16,5063,58.89
1327,['DAVIDE JOÃO CABRAL NUNES'],CDS-PP,0,CDS-PP,1,0,1.25,0,1.29,104,"{'availableMandates': 0, 'blankVotes': 218, 'blankVotesPercentage': 2.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 84, 'nullVotesPercentage': 1.01, 'numberParishes': 17, 'numberVoters': 8350, 'percentageVoters': 64.31}",Ponte da Barca,Viana do Castelo,0,218,2.61,,False,84,1.01,17,8350,64.31
1328,['PAULO ALEXANDRE PINTO SÃO JOSÉ'],CH,0,CH,1,0,1.59,0,1.65,133,"{'availableMandates': 0, 'blankVotes': 218, 'blankVotesPercentage': 2.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 84, 'nullVotesPercentage': 1.01, 'numberParishes': 17, 'numberVoters': 8350, 'percentageVoters': 64.31}",Ponte da Barca,Viana do Castelo,0,218,2.61,,False,84,1.01,17,8350,64.31
1329,['AFONSO MANUEL GRAÇOEIRO GONÇALVES'],PCP-PEV,0,PCP-PEV,1,0,2.19,0,2.27,183,"{'availableMandates': 0, 'blankVotes': 218, 'blankVotesPercentage': 2.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 84, 'nullVotesPercentage': 1.01, 'numberParishes': 17, 'numberVoters': 8350, 'percentageVoters': 64.31}",Ponte da Barca,Viana do Castelo,0,218,2.61,,False,84,1.01,17,8350,64.31
1330,['AUGUSTO MANUEL DOS REIS MARINHO'],PPD/PSD,1,PPD/PSD,1,4,46.6,1,48.35,3891,"{'availableMandates': 0, 'blankVotes': 218, 'blankVotesPercentage': 2.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 84, 'nullVotesPercentage': 1.01, 'numberParishes': 17, 'numberVoters': 8350, 'percentageVoters': 64.31}",Ponte da Barca,Viana do Castelo,0,218,2.61,,False,84,1.01,17,8350,64.31
1331,['PEDRO MIGUEL FERREIRA DE SOUSA LOBO'],PS,0,PS,1,3,44.75,0,46.43,3737,"{'availableMandates': 0, 'blankVotes': 218, 'blankVotesPercentage': 2.61, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 84, 'nullVotesPercentage': 1.01, 'numberParishes': 17, 'numberVoters': 8350, 'percentageVoters': 64.31}",Ponte da Barca,Viana do Castelo,0,218,2.61,,False,84,1.01,17,8350,64.31
1332,['VASCO NUNO M. VELHO ALMEIDA FERRAZ'],CDS-PP,1,CDS-PP,1,4,43.38,1,45.09,11904,"{'availableMandates': 0, 'blankVotes': 594, 'blankVotesPercentage': 2.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 447, 'nullVotesPercentage': 1.63, 'numberParishes': 39, 'numberVoters': 27441, 'percentageVoters': 67.59}",Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59
1333,['GONÇALO J.V. LISBOA ABREU LIMA'],CH,0,CH,1,0,1.18,0,1.23,325,"{'availableMandates': 0, 'blankVotes': 594, 'blankVotesPercentage': 2.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 447, 'nullVotesPercentage': 1.63, 'numberParishes': 39, 'numberVoters': 27441, 'percentageVoters': 67.59}",Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59
1334,['JOANA MARGARIDA C. MELO Q. ALVES'],M51,0,M51,1,0,3.9,0,4.06,1071,"{'availableMandates': 0, 'blankVotes': 594, 'blankVotesPercentage': 2.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 447, 'nullVotesPercentage': 1.63, 'numberParishes': 39, 'numberVoters': 27441, 'percentageVoters': 67.59}",Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59
1335,['JOÃO FRANCISCO SOARES PEREIRA GOMES'],PCP-PEV,0,PCP-PEV,1,0,2.14,0,2.22,587,"{'availableMandates': 0, 'blankVotes': 594, 'blankVotesPercentage': 2.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 447, 'nullVotesPercentage': 1.63, 'numberParishes': 39, 'numberVoters': 27441, 'percentageVoters': 67.59}",Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59
1336,['ABEL LIMA BAPTISTA'],PLMT,0,PLMT,1,2,28.02,0,29.13,7689,"{'availableMandates': 0, 'blankVotes': 594, 'blankVotesPercentage': 2.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 447, 'nullVotesPercentage': 1.63, 'numberParishes': 39, 'numberVoters': 27441, 'percentageVoters': 67.59}",Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59
1337,['JOSÉ NUNO TORRES M. VIEIRA ARAÚJO'],PPD/PSD,0,PPD/PSD,1,1,11.19,0,11.63,3070,"{'availableMandates': 0, 'blankVotes': 594, 'blankVotesPercentage': 2.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 447, 'nullVotesPercentage': 1.63, 'numberParishes': 39, 'numberVoters': 27441, 'percentageVoters': 67.59}",Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59
1338,['JOSÉ MANUEL LEITÃO DE PUGA'],PPM,0,PPM,1,0,0.47,0,0.49,129,"{'availableMandates': 0, 'blankVotes': 594, 'blankVotesPercentage': 2.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 447, 'nullVotesPercentage': 1.63, 'numberParishes': 39, 'numberVoters': 27441, 'percentageVoters': 67.59}",Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59
1339,['GASPAR CORREIA MARTINS'],VIRAMILHO,0,VIRAMILHO,1,0,5.92,0,6.16,1625,"{'availableMandates': 0, 'blankVotes': 594, 'blankVotesPercentage': 2.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 447, 'nullVotesPercentage': 1.63, 'numberParishes': 39, 'numberVoters': 27441, 'percentageVoters': 67.59}",Ponte de Lima,Viana do Castelo,0,594,2.16,,False,447,1.63,39,27441,67.59
1340,['ANDRÉ JOSÉ DA CUNHA PAULINO'],CH,0,CH,1,0,1.02,0,1.04,87,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 116, 'nullVotesPercentage': 1.36, 'numberParishes': 11, 'numberVoters': 8555, 'percentageVoters': 65.9}",Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9
1341,['ANTÓNIO JOAQUIM DIAS'],NC,0,NC,1,0,6.63,0,6.81,567,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 116, 'nullVotesPercentage': 1.36, 'numberParishes': 11, 'numberVoters': 8555, 'percentageVoters': 65.9}",Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9
1342,['PAULA MARIA PEREIRA GOMES'],PCP-PEV,0,PCP-PEV,1,0,1.12,0,1.15,96,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 116, 'nullVotesPercentage': 1.36, 'numberParishes': 11, 'numberVoters': 8555, 'percentageVoters': 65.9}",Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9
1343,['MANUEL RODRIGUES LOPES'],PPD/PSD,0,PPD/PSD,1,2,28.16,0,28.93,2409,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 116, 'nullVotesPercentage': 1.36, 'numberParishes': 11, 'numberVoters': 8555, 'percentageVoters': 65.9}",Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9
1344,['JOSÉ MANUEL VAZ CARPINTEIRA'],PS,0,PS,1,3,40.01,1,41.11,3423,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 116, 'nullVotesPercentage': 1.36, 'numberParishes': 11, 'numberVoters': 8555, 'percentageVoters': 65.9}",Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9
1345,['JOSÉ MANUEL TEMPORÃO MONTE'],jmfv,0,jmfv,1,2,20.4,0,20.96,1745,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.31, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 116, 'nullVotesPercentage': 1.36, 'numberParishes': 11, 'numberVoters': 8555, 'percentageVoters': 65.9}",Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9
1346,['RUI MANUEL DE LIMA MARTINS'],A,0,A,1,0,3.84,0,4.07,1788,"{'availableMandates': 0, 'blankVotes': 1728, 'blankVotesPercentage': 3.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 914, 'nullVotesPercentage': 1.96, 'numberParishes': 27, 'numberVoters': 46547, 'percentageVoters': 56.27}",Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27
1347,['JORGE MANUEL GOMES TEIXEIRA'],B.E.,0,B.E.,1,0,4.54,0,4.81,2114,"{'availableMandates': 0, 'blankVotes': 1728, 'blankVotesPercentage': 3.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 914, 'nullVotesPercentage': 1.96, 'numberParishes': 27, 'numberVoters': 46547, 'percentageVoters': 56.27}",Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27
1348,['MARIA CRISTINA SALEIRO MIRANDA'],CH,0,CH,1,0,3.45,0,3.66,1605,"{'availableMandates': 0, 'blankVotes': 1728, 'blankVotesPercentage': 3.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 914, 'nullVotesPercentage': 1.96, 'numberParishes': 27, 'numberVoters': 46547, 'percentageVoters': 56.27}",Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27
1349,['MAURÍCIO ANTUNES DA SILVA JÚNIOR'],IL,0,IL,1,0,1.8,0,1.9,836,"{'availableMandates': 0, 'blankVotes': 1728, 'blankVotesPercentage': 3.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 914, 'nullVotesPercentage': 1.96, 'numberParishes': 27, 'numberVoters': 46547, 'percentageVoters': 56.27}",Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27
1350,['PAULA CRISTINA DAS NEVES GARCIA E VEIGA'],NC,0,NC,1,0,1.01,0,1.08,472,"{'availableMandates': 0, 'blankVotes': 1728, 'blankVotesPercentage': 3.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 914, 'nullVotesPercentage': 1.96, 'numberParishes': 27, 'numberVoters': 46547, 'percentageVoters': 56.27}",Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27
1351,['CLÁUDIA CRISTINA VIANA MARINHO'],PCP-PEV,0,PCP-PEV,1,1,10.04,0,10.64,4673,"{'availableMandates': 0, 'blankVotes': 1728, 'blankVotesPercentage': 3.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 914, 'nullVotesPercentage': 1.96, 'numberParishes': 27, 'numberVoters': 46547, 'percentageVoters': 56.27}",Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27
1352,['EDUARDO ALEXANDRE RIBEIRO GONÇALVES TEIXEIRA'],PPD/PSD.CDS-PP,0,PPD/PSD.CDS-PP,1,3,24.59,0,26.07,11447,"{'availableMandates': 0, 'blankVotes': 1728, 'blankVotesPercentage': 3.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 914, 'nullVotesPercentage': 1.96, 'numberParishes': 27, 'numberVoters': 46547, 'percentageVoters': 56.27}",Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27
1353,['JOAQUIM LUÍS NOBRE PEREIRA'],PS,1,PS,1,5,45.05,1,47.76,20970,"{'availableMandates': 0, 'blankVotes': 1728, 'blankVotesPercentage': 3.71, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 914, 'nullVotesPercentage': 1.96, 'numberParishes': 27, 'numberVoters': 46547, 'percentageVoters': 56.27}",Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27
1354,['AUGUSTO MANUEL FERRAZ REIS CANEDO'],B.E.,0,B.E.,1,0,1.84,0,1.9,111,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 66, 'nullVotesPercentage': 1.09, 'numberParishes': 11, 'numberVoters': 6030, 'percentageVoters': 71.53}",Vila Nova de Cerveira,Viana do Castelo,0,112,1.86,,False,66,1.09,11,6030,71.53
1355,['SÉRGIO ARTUR FARIA LEAL FERNANDES DE CARVALHO'],CH,0,CH,1,0,2.65,0,2.73,160,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 66, 'nullVotesPercentage': 1.09, 'numberParishes': 11, 'numberVoters': 6030, 'percentageVoters': 71.53}",Vila Nova de Cerveira,Viana do Castelo,0,112,1.86,,False,66,1.09,11,6030,71.53
1356,['MARIA ALBERTINA FERREIRA CORREIA'],PCP-PEV,0,PCP-PEV,1,0,0.55,0,0.56,33,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 66, 'nullVotesPercentage': 1.09, 'numberParishes': 11, 'numberVoters': 6030, 'percentageVoters': 71.53}",Vila Nova de Cerveira,Viana do Castelo,0,112,1.86,,False,66,1.09,11,6030,71.53
1357,['RUI PEDRO TEIXEIRA FERREIRA DA SILVA'],PS,1,PS,1,3,50.83,1,52.38,3065,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 66, 'nullVotesPercentage': 1.09, 'numberParishes': 11, 'numberVoters': 6030, 'percentageVoters': 71.53}",Vila Nova de Cerveira,Viana do Castelo,0,112,1.86,,False,66,1.09,11,6030,71.53
1358,['JOÃO FERNANDO BRITO NOGUEIRA'],Pence,0,Pence,1,2,41.18,0,42.43,2483,"{'availableMandates': 0, 'blankVotes': 112, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 66, 'nullVotesPercentage': 1.09, 'numberParishes': 11, 'numberVoters': 6030, 'percentageVoters': 71.53}",Vila Nova de Cerveira,Viana do Castelo,0,112,1.86,,False,66,1.09,11,6030,71.53
1359,['ADELINO JÚLIO ROCHA DA CUNHA FRANCO'],CH,0,CH,1,0,1.92,0,2.03,142,"{'availableMandates': 0, 'blankVotes': 175, 'blankVotesPercentage': 2.36, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 229, 'nullVotesPercentage': 3.09, 'numberParishes': 14, 'numberVoters': 7403, 'percentageVoters': 64.79}",Alijó,Vila Real,0,175,2.36,,False,229,3.09,14,7403,64.79
1360,['CLÁUDIO DAVID CARVALHO DA CUNHA FERREIRA LEITE'],PCP-PEV,0,PCP-PEV,1,0,1.77,0,1.87,131,"{'availableMandates': 0, 'blankVotes': 175, 'blankVotesPercentage': 2.36, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 229, 'nullVotesPercentage': 3.09, 'numberParishes': 14, 'numberVoters': 7403, 'percentageVoters': 64.79}",Alijó,Vila Real,0,175,2.36,,False,229,3.09,14,7403,64.79
1361,['JOSÉ RODRIGUES PAREDES'],PPD/PSD.CDS-PP,1,PPD/PSD.CDS-PP,1,5,59.99,1,63.45,4441,"{'availableMandates': 0, 'blankVotes': 175, 'blankVotesPercentage': 2.36, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 229, 'nullVotesPercentage': 3.09, 'numberParishes': 14, 'numberVoters': 7403, 'percentageVoters': 64.79}",Alijó,Vila Real,0,175,2.36,,False,229,3.09,14,7403,64.79
1362,['CARLOS MANUEL MACHADO MAGALHÃES'],PS,0,PS,1,2,30.87,0,32.65,2285,"{'availableMandates': 0, 'blankVotes': 175, 'blankVotesPercentage': 2.36, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 229, 'nullVotesPercentage': 3.09, 'numberParishes': 14, 'numberVoters': 7403, 'percentageVoters': 64.79}",Alijó,Vila Real,0,175,2.36,,False,229,3.09,14,7403,64.79
1363,['MARIA JOÃO RODRIGUES GOMES PEREIRA'],CH,0,CH,1,0,1.54,0,1.63,62,"{'availableMandates': 0, 'blankVotes': 120, 'blankVotesPercentage': 2.98, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 87, 'nullVotesPercentage': 2.16, 'numberParishes': 10, 'numberVoters': 4022, 'percentageVoters': 52.05}",Boticas,Vila Real,0,120,2.98,,False,87,2.16,10,4022,52.05
1364,['FRANCISCO XAVIER BARRETO PIRES'],I,0,I,1,1,15.99,0,16.85,643,"{'availableMandates': 0, 'blankVotes': 120, 'blankVotesPercentage': 2.98, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 87, 'nullVotesPercentage': 2.16, 'numberParishes': 10, 'numberVoters': 4022, 'percentageVoters': 52.05}",Boticas,Vila Real,0,120,2.98,,False,87,2.16,10,4022,52.05
1365,['JOSÉ MIGUEL AFONSO FERNANDES'],PCP-PEV,0,PCP-PEV,1,0,3.78,0,3.98,152,"{'availableMandates': 0, 'blankVotes': 120, 'blankVotesPercentage': 2.98, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 87, 'nullVotesPercentage': 2.16, 'numberParishes': 10, 'numberVoters': 4022, 'percentageVoters': 52.05}",Boticas,Vila Real,0,120,2.98,,False,87,2.16,10,4022,52.05
1366,['FERNANDO EIRÃO QUEIROGA'],PPD/PSD,1,PPD/PSD,1,4,73.55,1,77.54,2958,"{'availableMandates': 0, 'blankVotes': 120, 'blankVotesPercentage': 2.98, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 87, 'nullVotesPercentage': 2.16, 'numberParishes': 10, 'numberVoters': 4022, 'percentageVoters': 52.05}",Boticas,Vila Real,0,120,2.98,,False,87,2.16,10,4022,52.05
1367,['VALDEMAR DA SILVA CARNEIRO'],CH,0,CH,1,0,2.1,0,2.18,500,"{'availableMandates': 0, 'blankVotes': 529, 'blankVotesPercentage': 2.22, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 358, 'nullVotesPercentage': 1.5, 'numberParishes': 39, 'numberVoters': 23810, 'percentageVoters': 55.51}",Chaves,Vila Real,0,529,2.22,,False,358,1.5,39,23810,55.51
1368,['MANUEL JUSTINO MATOS CUNHA'],PCP-PEV,0,PCP-PEV,1,0,3.19,0,3.32,760,"{'availableMandates': 0, 'blankVotes': 529, 'blankVotesPercentage': 2.22, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 358, 'nullVotesPercentage': 1.5, 'numberParishes': 39, 'numberVoters': 23810, 'percentageVoters': 55.51}",Chaves,Vila Real,0,529,2.22,,False,358,1.5,39,23810,55.51
1369,['FRANCISCO BAPTISTA TAVARES'],PPD/PSD.CDS-PP,0,PPD/PSD.CDS-PP,1,3,36.43,0,37.84,8674,"{'availableMandates': 0, 'blankVotes': 529, 'blankVotesPercentage': 2.22, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 358, 'nullVotesPercentage': 1.5, 'numberParishes': 39, 'numberVoters': 23810, 'percentageVoters': 55.51}",Chaves,Vila Real,0,529,2.22,,False,358,1.5,39,23810,55.51
1370,['NUNO VAZ RIBEIRO'],PS,1,PS,1,4,54.55,1,56.66,12989,"{'availableMandates': 0, 'blankVotes': 529, 'blankVotesPercentage': 2.22, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 358, 'nullVotesPercentage': 1.5, 'numberParishes': 39, 'numberVoters': 23810, 'percentageVoters': 55.51}",Chaves,Vila Real,0,529,2.22,,False,358,1.5,39,23810,55.51
1371,['MÁRIO LUÍS MENDES DE SOUSA PINTO'],MMMF,0,MMMF,1,2,32.55,0,33.73,842,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 43, 'nullVotesPercentage': 1.66, 'numberParishes': 5, 'numberVoters': 2587, 'percentageVoters': 71.19}",Mesão Frio,Vila Real,0,48,1.86,,False,43,1.66,5,2587,71.19
1372,['FERNANDO FERREIRA'],PCP-PEV,0,PCP-PEV,1,0,1.16,0,1.2,30,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 43, 'nullVotesPercentage': 1.66, 'numberParishes': 5, 'numberVoters': 2587, 'percentageVoters': 71.19}",Mesão Frio,Vila Real,0,48,1.86,,False,43,1.66,5,2587,71.19
1373,['ANTÓNIO JOSÉ RODRIGUES TEIXEIRA'],PPD/PSD.CDS-PP,0,PPD/PSD.CDS-PP,1,0,14.15,0,14.66,366,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 43, 'nullVotesPercentage': 1.66, 'numberParishes': 5, 'numberVoters': 2587, 'percentageVoters': 71.19}",Mesão Frio,Vila Real,0,48,1.86,,False,43,1.66,5,2587,71.19
1374,['PAULO JORGE PERES TEIXEIRA DA SILVA'],PS,1,PS,1,3,48.63,1,50.4,1258,"{'availableMandates': 0, 'blankVotes': 48, 'blankVotesPercentage': 1.86, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 43, 'nullVotesPercentage': 1.66, 'numberParishes': 5, 'numberVoters': 2587, 'percentageVoters': 71.19}",Mesão Frio,Vila Real,0,48,1.86,,False,43,1.66,5,2587,71.19
1375,['ALFREDO MANUEL LOPES PINTO COELHO DE MENDONÇA'],CDS-PP,0,CDS-PP,1,0,5.9,0,6.03,281,"{'availableMandates': 0, 'blankVotes': 51, 'blankVotesPercentage': 1.07, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 55, 'nullVotesPercentage': 1.15, 'numberParishes': 6, 'numberVoters': 4764, 'percentageVoters': 61.48}",Mondim de Basto,Vila Real,0,51,1.07,,False,55,1.15,6,4764,61.48
1376,['MANUEL MÁRIO PARENTE DA COSTA'],PCP-PEV,0,PCP-PEV,1,0,0.84,0,0.86,40,"{'availableMandates': 0, 'blankVotes': 51, 'blankVotesPercentage': 1.07, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 55, 'nullVotesPercentage': 1.15, 'numberParishes': 6, 'numberVoters': 4764, 'percentageVoters': 61.48}",Mondim de Basto,Vila Real,0,51,1.07,,False,55,1.15,6,4764,61.48
1377,['BRUNO MIGUEL DE MOURA FERREIRA'],PPD/PSD,1,PPD/PSD,1,3,48.93,1,50.04,2331,"{'availableMandates': 0, 'blankVotes': 51, 'blankVotesPercentage': 1.07, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 55, 'nullVotesPercentage': 1.15, 'numberParishes': 6, 'numberVoters': 4764, 'percentageVoters': 61.48}",Mondim de Basto,Vila Real,0,51,1.07,,False,55,1.15,6,4764,61.48
