,effectiveCandidates,mandates,party,presidents,votes.absoluteMajority,votes.acronym,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,total_votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters
60,['Eduardo Marques dos Santos Cavaco'],5,PS,0,0,PS,1,5,35.26,0,38.38,24565,"{'availableMandates': 0, 'blankVotes': 3593, 'blankVotesPercentage': 5.16, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 2068, 'nullVotesPercentage': 2.97, 'numberParishes': 21, 'numberVoters': 69667, 'percentageVoters': 55.41}",Santa Maria da Feira,Aveiro,0,3593,5.16,,False,2068,2.97,21,69667,55.41
61,['Ercília Maria Marques da Silva Pedro'],0,CDS-PP,0,0,CDS-PP,1,0,8.64,0,9.13,670,"{'availableMandates': 0, 'blankVotes': 217, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 203, 'nullVotesPercentage': 2.62, 'numberParishes': 7, 'numberVoters': 7759, 'percentageVoters': 66.12}",Sever do Vouga,Aveiro,0,217,2.8,,False,203,2.62,7,7759,66.12
62,['Raul Nogueira Tavares'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.06,0,2.18,160,"{'availableMandates': 0, 'blankVotes': 217, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 203, 'nullVotesPercentage': 2.62, 'numberParishes': 7, 'numberVoters': 7759, 'percentageVoters': 66.12}",Sever do Vouga,Aveiro,0,217,2.8,,False,203,2.62,7,7759,66.12
63,['João Miguel Tavares Almeida'],3,PPD/PSD,0,0,PPD/PSD,1,3,37.58,0,39.73,2916,"{'availableMandates': 0, 'blankVotes': 217, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 203, 'nullVotesPercentage': 2.62, 'numberParishes': 7, 'numberVoters': 7759, 'percentageVoters': 66.12}",Sever do Vouga,Aveiro,0,217,2.8,,False,203,2.62,7,7759,66.12
64,['António José Martins Coutinho'],4,PS,1,1,PS,1,4,46.31,1,48.96,3593,"{'availableMandates': 0, 'blankVotes': 217, 'blankVotesPercentage': 2.8, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 203, 'nullVotesPercentage': 2.62, 'numberParishes': 7, 'numberVoters': 7759, 'percentageVoters': 66.12}",Sever do Vouga,Aveiro,0,217,2.8,,False,203,2.62,7,7759,66.12
65,['André Pereira de Oliveira'],0,B.E.,0,0,B.E.,1,0,2.25,0,2.38,225,"{'availableMandates': 0, 'blankVotes': 363, 'blankVotesPercentage': 3.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 191, 'nullVotesPercentage': 1.91, 'numberParishes': 1, 'numberVoters': 10016, 'percentageVoters': 49.28}",São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28
66,['Rogério Soares Leite da Silva'],0,CDS-PP,0,0,CDS-PP,1,0,2.96,0,3.13,296,"{'availableMandates': 0, 'blankVotes': 363, 'blankVotesPercentage': 3.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 191, 'nullVotesPercentage': 1.91, 'numberParishes': 1, 'numberVoters': 10016, 'percentageVoters': 49.28}",São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28
67,['Jorge Manuel dos Santos Lima'],1,I,0,0,I,1,1,9.98,0,10.57,1000,"{'availableMandates': 0, 'blankVotes': 363, 'blankVotesPercentage': 3.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 191, 'nullVotesPercentage': 1.91, 'numberParishes': 1, 'numberVoters': 10016, 'percentageVoters': 49.28}",São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28
68,['Rita Susana Bastos de Oliveira Mendes'],0,PCP - PEV,0,0,PCP - PEV,1,0,6.19,0,6.55,620,"{'availableMandates': 0, 'blankVotes': 363, 'blankVotesPercentage': 3.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 191, 'nullVotesPercentage': 1.91, 'numberParishes': 1, 'numberVoters': 10016, 'percentageVoters': 49.28}",São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28
69,['Ricardo Nicolau Soares Terra de Oliveira Figueiredo'],3,PPD/PSD,1,0,PPD/PSD,1,3,38.02,1,40.25,3808,"{'availableMandates': 0, 'blankVotes': 363, 'blankVotesPercentage': 3.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 191, 'nullVotesPercentage': 1.91, 'numberParishes': 1, 'numberVoters': 10016, 'percentageVoters': 49.28}",São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28
70,['Luís Miguel dos Santos Ferreira'],3,PS,0,0,PS,1,3,35.07,0,37.13,3513,"{'availableMandates': 0, 'blankVotes': 363, 'blankVotesPercentage': 3.62, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 191, 'nullVotesPercentage': 1.91, 'numberParishes': 1, 'numberVoters': 10016, 'percentageVoters': 49.28}",São João da Madeira,Aveiro,0,363,3.62,,False,191,1.91,1,10016,49.28
71,['Maria do Céu Pereira Sarabando Marques'],2,CDS-PP,0,0,CDS-PP,1,2,32.88,0,34.75,3903,"{'availableMandates': 0, 'blankVotes': 367, 'blankVotesPercentage': 3.09, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 273, 'nullVotesPercentage': 2.3, 'numberParishes': 8, 'numberVoters': 11872, 'percentageVoters': 52.41}",Vagos,Aveiro,0,367,3.09,,False,273,2.3,8,11872,52.41
72,['Alexandre Claro Loff'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.0,0,2.12,238,"{'availableMandates': 0, 'blankVotes': 367, 'blankVotesPercentage': 3.09, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 273, 'nullVotesPercentage': 2.3, 'numberParishes': 8, 'numberVoters': 11872, 'percentageVoters': 52.41}",Vagos,Aveiro,0,367,3.09,,False,273,2.3,8,11872,52.41
73,['Silvério Rodrigues Regalado'],4,PPD/PSD,1,1,PPD/PSD,1,4,48.52,1,51.28,5760,"{'availableMandates': 0, 'blankVotes': 367, 'blankVotesPercentage': 3.09, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 273, 'nullVotesPercentage': 2.3, 'numberParishes': 8, 'numberVoters': 11872, 'percentageVoters': 52.41}",Vagos,Aveiro,0,367,3.09,,False,273,2.3,8,11872,52.41
74,['Mário dos Santos Martins Júnior'],1,PS,0,0,PS,1,1,11.21,0,11.85,1331,"{'availableMandates': 0, 'blankVotes': 367, 'blankVotesPercentage': 3.09, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 273, 'nullVotesPercentage': 2.3, 'numberParishes': 8, 'numberVoters': 11872, 'percentageVoters': 52.41}",Vagos,Aveiro,0,367,3.09,,False,273,2.3,8,11872,52.41
75,['José Alberto Freitas Soares Pinheiro e Silva'],4,CDS-PP,1,1,CDS-PP,1,4,45.97,1,48.79,6382,"{'availableMandates': 0, 'blankVotes': 377, 'blankVotesPercentage': 2.72, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 427, 'nullVotesPercentage': 3.08, 'numberParishes': 7, 'numberVoters': 13884, 'percentageVoters': 62.1}",Vale de Cambra,Aveiro,0,377,2.72,,False,427,3.08,7,13884,62.1
76,['José Agostinho Gaspar Ferreira'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.86,0,3.04,397,"{'availableMandates': 0, 'blankVotes': 377, 'blankVotesPercentage': 2.72, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 427, 'nullVotesPercentage': 3.08, 'numberParishes': 7, 'numberVoters': 13884, 'percentageVoters': 62.1}",Vale de Cambra,Aveiro,0,377,2.72,,False,427,3.08,7,13884,62.1
77,['José António Bastos da Silva'],2,PPD/PSD,0,0,PPD/PSD,1,2,33.73,0,35.8,4683,"{'availableMandates': 0, 'blankVotes': 377, 'blankVotesPercentage': 2.72, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 427, 'nullVotesPercentage': 3.08, 'numberParishes': 7, 'numberVoters': 13884, 'percentageVoters': 62.1}",Vale de Cambra,Aveiro,0,377,2.72,,False,427,3.08,7,13884,62.1
78,['Nelson da Silva Martins'],1,PS,0,0,PS,1,1,11.65,0,12.37,1618,"{'availableMandates': 0, 'blankVotes': 377, 'blankVotesPercentage': 2.72, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 427, 'nullVotesPercentage': 3.08, 'numberParishes': 7, 'numberVoters': 13884, 'percentageVoters': 62.1}",Vale de Cambra,Aveiro,0,377,2.72,,False,427,3.08,7,13884,62.1
79,['Nelson Manuel Nunes Leal'],0,PCP - PEV,0,0,PCP - PEV,1,0,3.87,0,4.15,910,"{'availableMandates': 0, 'blankVotes': 1047, 'blankVotesPercentage': 4.45, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 558, 'nullVotesPercentage': 2.37, 'numberParishes': 11, 'numberVoters': 23521, 'percentageVoters': 53.75}",Águeda,Aveiro,0,1047,4.45,,False,558,2.37,11,23521,53.75
80,['Maria Paula da Graça Cardoso'],2,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,2,29.33,0,31.48,6899,"{'availableMandates': 0, 'blankVotes': 1047, 'blankVotesPercentage': 4.45, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 558, 'nullVotesPercentage': 2.37, 'numberParishes': 11, 'numberVoters': 23521, 'percentageVoters': 53.75}",Águeda,Aveiro,0,1047,4.45,,False,558,2.37,11,23521,53.75
81,['Gil Nadais Resende da Fonseca'],5,PS,1,1,PS,1,5,59.98,1,64.37,14107,"{'availableMandates': 0, 'blankVotes': 1047, 'blankVotesPercentage': 4.45, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 558, 'nullVotesPercentage': 2.37, 'numberParishes': 11, 'numberVoters': 23521, 'percentageVoters': 53.75}",Águeda,Aveiro,0,1047,4.45,,False,558,2.37,11,23521,53.75
82,['Pedro Miguel de Pinho Tavares'],0,B.E.,0,0,B.E.,1,0,4.17,0,4.65,598,"{'availableMandates': 0, 'blankVotes': 956, 'blankVotesPercentage': 6.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 527, 'nullVotesPercentage': 3.67, 'numberParishes': 4, 'numberVoters': 14351, 'percentageVoters': 40.1}",Ílhavo,Aveiro,0,956,6.66,,False,527,3.67,4,14351,40.1
83,['Armindo Valente Domingues Prina'],0,CDS-PP,0,0,CDS-PP,1,0,7.84,0,8.74,1125,"{'availableMandates': 0, 'blankVotes': 956, 'blankVotesPercentage': 6.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 527, 'nullVotesPercentage': 3.67, 'numberParishes': 4, 'numberVoters': 14351, 'percentageVoters': 40.1}",Ílhavo,Aveiro,0,956,6.66,,False,527,3.67,4,14351,40.1
84,['João da Cruz Coquim'],0,PCP - PEV,0,0,PCP - PEV,1,0,5.01,0,5.59,719,"{'availableMandates': 0, 'blankVotes': 956, 'blankVotesPercentage': 6.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 527, 'nullVotesPercentage': 3.67, 'numberParishes': 4, 'numberVoters': 14351, 'percentageVoters': 40.1}",Ílhavo,Aveiro,0,956,6.66,,False,527,3.67,4,14351,40.1
85,['Fernando Fidalgo Caçoilo'],4,PPD/PSD,1,1,PPD/PSD,1,4,44.28,1,49.38,6354,"{'availableMandates': 0, 'blankVotes': 956, 'blankVotesPercentage': 6.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 527, 'nullVotesPercentage': 3.67, 'numberParishes': 4, 'numberVoters': 14351, 'percentageVoters': 40.1}",Ílhavo,Aveiro,0,956,6.66,,False,527,3.67,4,14351,40.1
86,['José Marinho Vaz'],3,PS,0,0,PS,1,3,28.37,0,31.64,4072,"{'availableMandates': 0, 'blankVotes': 956, 'blankVotesPercentage': 6.66, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 527, 'nullVotesPercentage': 3.67, 'numberParishes': 4, 'numberVoters': 14351, 'percentageVoters': 40.1}",Ílhavo,Aveiro,0,956,6.66,,False,527,3.67,4,14351,40.1
87,['Paulo José Maio Sousa Mendes'],0,B.E.,0,0,B.E.,1,0,3.09,0,3.3,529,"{'availableMandates': 0, 'blankVotes': 805, 'blankVotesPercentage': 4.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 270, 'nullVotesPercentage': 1.58, 'numberParishes': 19, 'numberVoters': 17119, 'percentageVoters': 51.85}",Angra do Heroísmo,Açores,0,805,4.7,,False,270,1.58,19,17119,51.85
88,['António Pedro Inocêncio'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.28,0,2.44,391,"{'availableMandates': 0, 'blankVotes': 805, 'blankVotesPercentage': 4.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 270, 'nullVotesPercentage': 1.58, 'numberParishes': 19, 'numberVoters': 17119, 'percentageVoters': 51.85}",Angra do Heroísmo,Açores,0,805,4.7,,False,270,1.58,19,17119,51.85
89,['António Lima Cardoso Ventura'],3,PPD/PSD.CDS-PP,0,0,PPD/PSD.CDS-PP,1,3,43.31,0,46.21,7414,"{'availableMandates': 0, 'blankVotes': 805, 'blankVotesPercentage': 4.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 270, 'nullVotesPercentage': 1.58, 'numberParishes': 19, 'numberVoters': 17119, 'percentageVoters': 51.85}",Angra do Heroísmo,Açores,0,805,4.7,,False,270,1.58,19,17119,51.85
90,['José Gabriel do Álamo de Meneses'],4,PS,1,1,PS,1,4,45.04,1,48.06,7710,"{'availableMandates': 0, 'blankVotes': 805, 'blankVotesPercentage': 4.7, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 270, 'nullVotesPercentage': 1.58, 'numberParishes': 19, 'numberVoters': 17119, 'percentageVoters': 51.85}",Angra do Heroísmo,Açores,0,805,4.7,,False,270,1.58,19,17119,51.85
91,['Décio Natálio Almada Pereira'],2,I,1,0,I,1,2,40.97,1,42.2,1044,"{'availableMandates': 0, 'blankVotes': 33, 'blankVotesPercentage': 1.3, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 41, 'nullVotesPercentage': 1.61, 'numberParishes': 5, 'numberVoters': 2548, 'percentageVoters': 69.3}",Calheta (R.A.A.),Açores,0,33,1.3,,False,41,1.61,5,2548,69.3
92,['Aires António Fagundes Reis'],1,PPD/PSD,0,0,PPD/PSD,1,1,27.55,0,28.38,702,"{'availableMandates': 0, 'blankVotes': 33, 'blankVotesPercentage': 1.3, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 41, 'nullVotesPercentage': 1.61, 'numberParishes': 5, 'numberVoters': 2548, 'percentageVoters': 69.3}",Calheta (R.A.A.),Açores,0,33,1.3,,False,41,1.61,5,2548,69.3
93,['António Vitorino da Silveira'],2,PS,0,0,PS,1,2,28.57,0,29.43,728,"{'availableMandates': 0, 'blankVotes': 33, 'blankVotesPercentage': 1.3, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 41, 'nullVotesPercentage': 1.61, 'numberParishes': 5, 'numberVoters': 2548, 'percentageVoters': 69.3}",Calheta (R.A.A.),Açores,0,33,1.3,,False,41,1.61,5,2548,69.3
94,['José Manuel Avelar Nunes'],2,PPD/PSD,0,0,PPD/PSD,1,2,34.07,0,36.61,93,"{'availableMandates': 0, 'blankVotes': 15, 'blankVotesPercentage': 5.49, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 4, 'nullVotesPercentage': 1.47, 'numberParishes': 1, 'numberVoters': 273, 'percentageVoters': 76.69}",Corvo,Açores,0,15,5.49,,False,4,1.47,1,273,76.69
95,['José Manuel Alves da Silva'],3,PS,1,1,PS,1,3,58.97,1,63.39,161,"{'availableMandates': 0, 'blankVotes': 15, 'blankVotesPercentage': 5.49, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 4, 'nullVotesPercentage': 1.47, 'numberParishes': 1, 'numberVoters': 273, 'percentageVoters': 76.69}",Corvo,Açores,0,15,5.49,,False,4,1.47,1,273,76.69
96,['João Ângelo Stattmiller Saldanha Albuquerque Neves'],0,B.E.,0,0,B.E.,1,0,3.78,0,3.96,303,"{'availableMandates': 0, 'blankVotes': 293, 'blankVotesPercentage': 3.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 79, 'nullVotesPercentage': 0.98, 'numberParishes': 13, 'numberVoters': 8024, 'percentageVoters': 60.94}",Horta,Açores,0,293,3.65,,False,79,0.98,13,8024,60.94
97,['Maria do Céu Barroca de Brito'],0,PCP - PEV,0,0,PCP - PEV,1,0,5.15,0,5.4,413,"{'availableMandates': 0, 'blankVotes': 293, 'blankVotesPercentage': 3.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 79, 'nullVotesPercentage': 0.98, 'numberParishes': 13, 'numberVoters': 8024, 'percentageVoters': 60.94}",Horta,Açores,0,293,3.65,,False,79,0.98,13,8024,60.94
98,['Luís Carlos Correia Garcia'],3,PPD/PSD.CDS-PP.PPM,0,0,PPD/PSD.CDS-PP.PPM,1,3,34.01,0,35.66,2729,"{'availableMandates': 0, 'blankVotes': 293, 'blankVotesPercentage': 3.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 79, 'nullVotesPercentage': 0.98, 'numberParishes': 13, 'numberVoters': 8024, 'percentageVoters': 60.94}",Horta,Açores,0,293,3.65,,False,79,0.98,13,8024,60.94
99,['José Leonardo Goulart Silva'],4,PS,1,1,PS,1,4,52.43,1,54.98,4207,"{'availableMandates': 0, 'blankVotes': 293, 'blankVotesPercentage': 3.65, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 79, 'nullVotesPercentage': 0.98, 'numberParishes': 13, 'numberVoters': 8024, 'percentageVoters': 60.94}",Horta,Açores,0,293,3.65,,False,79,0.98,13,8024,60.94
100,['Roberto Manuel Sousa Oliveira'],0,CDS-PP,0,0,CDS-PP,1,0,5.24,0,5.49,327,"{'availableMandates': 0, 'blankVotes': 150, 'blankVotesPercentage': 2.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 2.2, 'numberParishes': 5, 'numberVoters': 6238, 'percentageVoters': 49.84}",Lagoa (R.A.A),Açores,0,150,2.4,,False,137,2.2,5,6238,49.84
101,['Eugénio Cesar Mota Moura'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.81,0,1.9,113,"{'availableMandates': 0, 'blankVotes': 150, 'blankVotesPercentage': 2.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 2.2, 'numberParishes': 5, 'numberVoters': 6238, 'percentageVoters': 49.84}",Lagoa (R.A.A),Açores,0,150,2.4,,False,137,2.2,5,6238,49.84
102,['José Duarte Barbosa Cabecinha'],1,PPD/PSD,0,0,PPD/PSD,1,1,20.52,0,21.51,1280,"{'availableMandates': 0, 'blankVotes': 150, 'blankVotesPercentage': 2.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 2.2, 'numberParishes': 5, 'numberVoters': 6238, 'percentageVoters': 49.84}",Lagoa (R.A.A),Açores,0,150,2.4,,False,137,2.2,5,6238,49.84
103,['João António Ferreira Ponte'],6,PS,1,1,PS,1,6,67.83,1,71.1,4231,"{'availableMandates': 0, 'blankVotes': 150, 'blankVotesPercentage': 2.4, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 137, 'nullVotesPercentage': 2.2, 'numberParishes': 5, 'numberVoters': 6238, 'percentageVoters': 49.84}",Lagoa (R.A.A),Açores,0,150,2.4,,False,137,2.2,5,6238,49.84
104,['Alice Correia Rocha Ramos'],2,PPD/PSD,0,0,PPD/PSD,1,2,44.66,0,46.13,477,"{'availableMandates': 0, 'blankVotes': 21, 'blankVotesPercentage': 1.97, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 13, 'nullVotesPercentage': 1.22, 'numberParishes': 7, 'numberVoters': 1068, 'percentageVoters': 82.03}",Lajes das Flores,Açores,0,21,1.97,,False,13,1.22,7,1068,82.03
105,['Luís Carlos Martins Maciel'],3,PS,1,1,PS,1,3,52.15,1,53.87,557,"{'availableMandates': 0, 'blankVotes': 21, 'blankVotesPercentage': 1.97, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 13, 'nullVotesPercentage': 1.22, 'numberParishes': 7, 'numberVoters': 1068, 'percentageVoters': 82.03}",Lajes das Flores,Açores,0,21,1.97,,False,13,1.22,7,1068,82.03
106,['José Lourenço de Freitas Azevedo'],0,CDS-PP,0,0,CDS-PP,1,0,4.45,0,4.59,148,"{'availableMandates': 0, 'blankVotes': 65, 'blankVotesPercentage': 1.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 34, 'nullVotesPercentage': 1.02, 'numberParishes': 6, 'numberVoters': 3324, 'percentageVoters': 73.59}",Lajes do Pico,Açores,0,65,1.96,,False,34,1.02,6,3324,73.59
107,['Cláudio José Gomes Lopes'],2,PPD/PSD,0,0,PPD/PSD,1,2,41.4,0,42.67,1376,"{'availableMandates': 0, 'blankVotes': 65, 'blankVotesPercentage': 1.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 34, 'nullVotesPercentage': 1.02, 'numberParishes': 6, 'numberVoters': 3324, 'percentageVoters': 73.59}",Lajes do Pico,Açores,0,65,1.96,,False,34,1.02,6,3324,73.59
108,['Roberto Manuel Medeiros da Silva'],3,PS,1,1,PS,1,3,51.17,1,52.74,1701,"{'availableMandates': 0, 'blankVotes': 65, 'blankVotesPercentage': 1.96, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 34, 'nullVotesPercentage': 1.02, 'numberParishes': 6, 'numberVoters': 3324, 'percentageVoters': 73.59}",Lajes do Pico,Açores,0,65,1.96,,False,34,1.02,6,3324,73.59
109,['Maria de Lurdes Rodrigues Luís Silva'],0,CDS-PP,0,0,CDS-PP,1,0,3.78,0,3.86,146,"{'availableMandates': 0, 'blankVotes': 63, 'blankVotesPercentage': 1.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 19, 'nullVotesPercentage': 0.49, 'numberParishes': 6, 'numberVoters': 3860, 'percentageVoters': 68.82}",Madalena,Açores,0,63,1.63,,False,19,0.49,6,3860,68.82
110,['Sérgio Manuel Goulart Gonçalves'],0,PCP - PEV,0,0,PCP - PEV,1,0,1.3,0,1.32,50,"{'availableMandates': 0, 'blankVotes': 63, 'blankVotesPercentage': 1.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 19, 'nullVotesPercentage': 0.49, 'numberParishes': 6, 'numberVoters': 3860, 'percentageVoters': 68.82}",Madalena,Açores,0,63,1.63,,False,19,0.49,6,3860,68.82
111,['José António Marcos Soares'],3,PPD/PSD,1,1,PPD/PSD,1,3,47.33,1,48.36,1827,"{'availableMandates': 0, 'blankVotes': 63, 'blankVotesPercentage': 1.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 19, 'nullVotesPercentage': 0.49, 'numberParishes': 6, 'numberVoters': 3860, 'percentageVoters': 68.82}",Madalena,Açores,0,63,1.63,,False,19,0.49,6,3860,68.82
112,['Miguel António Moniz Costa'],2,PS,0,0,PS,1,2,45.47,0,46.45,1755,"{'availableMandates': 0, 'blankVotes': 63, 'blankVotesPercentage': 1.63, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 19, 'nullVotesPercentage': 0.49, 'numberParishes': 6, 'numberVoters': 3860, 'percentageVoters': 68.82}",Madalena,Açores,0,63,1.63,,False,19,0.49,6,3860,68.82
113,['Rogério Cabral de Frias'],2,PPD/PSD,0,0,PPD/PSD,1,2,47.23,0,48.52,1657,"{'availableMandates': 0, 'blankVotes': 43, 'blankVotesPercentage': 1.23, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 50, 'nullVotesPercentage': 1.43, 'numberParishes': 9, 'numberVoters': 3508, 'percentageVoters': 72.64}",Nordeste,Açores,0,43,1.23,,False,50,1.43,9,3508,72.64
114,['Carlos Alberto Medeiros Mendonça'],3,PS,1,1,PS,1,3,50.11,1,51.48,1758,"{'availableMandates': 0, 'blankVotes': 43, 'blankVotesPercentage': 1.23, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 50, 'nullVotesPercentage': 1.43, 'numberParishes': 9, 'numberVoters': 3508, 'percentageVoters': 72.64}",Nordeste,Açores,0,43,1.23,,False,50,1.43,9,3508,72.64
115,['Jorge Manuel de Morais Kol de Carvalho'],0,B.E.,0,0,B.E.,1,0,2.15,0,2.22,629,"{'availableMandates': 0, 'blankVotes': 605, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 353, 'nullVotesPercentage': 1.2, 'numberParishes': 24, 'numberVoters': 29321, 'percentageVoters': 45.87}",Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87
116,['Pedro Miguel Carvalho Pereira'],0,CDS-PP,0,0,CDS-PP,1,0,0.85,0,0.88,249,"{'availableMandates': 0, 'blankVotes': 605, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 353, 'nullVotesPercentage': 1.2, 'numberParishes': 24, 'numberVoters': 29321, 'percentageVoters': 45.87}",Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87
117,['Carlos Alberto Gomes Ribeiro'],0,PCP - PEV,0,0,PCP - PEV,1,0,2.09,0,2.16,612,"{'availableMandates': 0, 'blankVotes': 605, 'blankVotesPercentage': 2.06, 'displayMessage': None, 'hasNoVoting': False, 'nullVotes': 353, 'nullVotesPercentage': 1.2, 'numberParishes': 24, 'numberVoters': 29321, 'percentageVoters': 45.87}",Ponta Delgada,Açores,0,605,2.06,,False,353,1.2,24,29321,45.87
